ticker,fiscal_period,fiscal_date,report_date,revenue,eps,net_income,equity,total_debt,free_cash_flow,roe,roic,debt_to_equity,gross_margin,operating_margin
WMT,Q3,2024-09-30,2024-11-14,17.4978,1.1196,1.3688,59.2261,36.2247,1.3021,0.0924,0.0786,0.6261,0.4921,0.1366
WMT,Q4,2024-12-31,2025-03-31,16.6653,1.1267,1.3037,60.5297,37.0816,1.1708,0.0862,0.0732,0.6261,0.4921,0.1366
WMT,Q1,2025-03-31,2025-05-15,18.3418,1.0808,1.4348,61.9643,37.8977,1.3469,0.0926,0.0787,0.6261,0.4921,0.1366
WMT,Q2,2025-06-30,2025-08-14,19.4691,1.0944,1.523,63.4872,38.796,1.4885,0.096,0.0816,0.6261,0.4921,0.1366
WMT,Q3,2025-09-30,2025-11-14,18.9497,1.0415,1.4824,64.9694,39.7495,1.5354,0.0913,0.0776,0.6261,0.4921,0.1366
WMT,Q4,2025-12-31,2026-03-31,19.5665,1.0497,1.5306,66.4999,40.6775,1.4981,0.0921,0.0783,0.6261,0.4921,0.1366
WMT,Q1,2026-03-31,2026-05-15,20.7363,1.093,1.6221,68.1219,41.6357,1.4868,0.0952,0.081,0.6261,0.4921,0.1366
COST,Q3,2009-09-30,2009-11-14,20.7361,1.1382,2.6365,48.576,80.2282,2.457,0.2171,0.1845,1.7463,0.3633,0.1441
COST,Q4,2009-12-31,2010-03-31,22.6611,1.241,2.8813,51.4559,84.8301,2.9159,0.224,0.1904,1.7463,0.3633,0.1441
COST,Q1,2010-03-31,2010-05-15,20.6221,1.3827,2.622,54.0763,89.8592,2.6796,0.1939,0.1649,1.7463,0.3633,0.1441
COST,Q2,2010-06-30,2010-08-14,21.2706,1.378,2.7045,56.7791,94.4353,2.8942,0.1905,0.1619,1.7463,0.3633,0.1441
COST,Q3,2010-09-30,2010-11-14,22.4641,1.5034,2.8562,59.6336,99.1554,3.0026,0.1916,0.1628,1.7463,0.3633,0.1441
COST,Q4,2010-12-31,2011-03-31,24.2929,1.4683,3.0888,62.7206,104.1403,3.1202,0.197,0.1674,1.7463,0.3633,0.1441
COST,Q1,2011-03-31,2011-05-15,25.1579,1.4698,3.1987,65.9176,109.5312,3.3678,0.1941,0.165,1.7463,0.3633,0.1441
COST,Q2,2011-06-30,2011-08-14,26.2645,1.4827,3.3394,69.2553,115.1143,3.6593,0.1929,0.1639,1.7463,0.3633,0.1441
COST,Q3,2011-09-30,2011-11-14,26.2186,1.2977,3.3336,72.5874,120.943,3.3947,0.1837,0.1561,1.7463,0.3633,0.1441
COST,Q4,2011-12-31,2012-03-30,28.0055,1.2885,3.5608,76.1467,126.7619,3.9189,0.187,0.159,1.7463,0.3633,0.1441
COST,Q1,2012-03-31,2012-05-15,30.1824,1.308,3.8376,79.9827,132.9776,4.1751,0.1919,0.1631,1.7463,0.3633,0.1441
COST,Q2,2012-06-30,2012-08-14,30.9239,1.3706,3.9319,83.9129,139.6766,3.7793,0.1874,0.1593,1.7463,0.3633,0.1441
COST,Q3,2012-09-30,2012-11-14,31.8116,1.3387,4.0447,87.9561,146.5402,3.9014,0.1839,0.1564,1.7463,0.3633,0.1441
COST,Q4,2012-12-31,2013-03-31,29.6269,1.2921,3.767,91.7215,153.6009,3.5147,0.1643,0.1396,1.7463,0.3633,0.1441
COST,Q1,2013-03-31,2013-05-15,28.5182,1.4499,3.626,95.3458,160.1766,3.8741,0.1521,0.1293,1.7463,0.3633,0.1441
COST,Q2,2013-06-30,2013-08-14,27.6473,1.3953,3.5153,98.8594,166.5058,3.6043,0.1422,0.1209,1.7463,0.3633,0.1441
COST,Q3,2013-09-30,2013-11-14,29.3424,1.2673,3.7308,102.5887,172.6418,3.4572,0.1455,0.1236,1.7463,0.3633,0.1441
COST,Q4,2013-12-31,2014-03-31,30.8972,1.3541,3.9285,106.5156,179.1544,3.8925,0.1475,0.1254,1.7463,0.3633,0.1441
COST,Q1,2014-03-31,2014-05-15,29.7485,1.3497,3.7824,110.2964,186.012,3.6915,0.1372,0.1166,1.7463,0.3633,0.1441
COST,Q2,2014-06-30,2014-08-14,30.699,1.2847,3.9033,114.1982,192.6146,4.1498,0.1367,0.1162,1.7463,0.3633,0.1441
COST,Q3,2014-09-30,2014-11-14,30.7995,1.2703,3.916,118.1127,199.4284,4.3255,0.1326,0.1127,1.7463,0.3633,0.1441
COST,Q4,2014-12-31,2015-03-31,29.3601,1.1635,3.733,121.8444,206.2645,3.649,0.1226,0.1042,1.7463,0.3633,0.1441
COST,Q1,2015-03-31,2015-05-15,29.4697,1.2735,3.747,125.5899,212.7812,3.7818,0.1193,0.1014,1.7463,0.3633,0.1441
COST,Q2,2015-06-30,2015-08-14,29.5082,1.1695,3.7519,129.3403,219.3221,3.6781,0.116,0.0986,1.7463,0.3633,0.1441
COST,Q3,2015-09-30,2015-11-14,30.5843,1.314,3.8887,133.2275,225.8717,3.5829,0.1168,0.0992,1.7463,0.3633,0.1441
COST,Q4,2015-12-31,2016-03-30,30.251,1.2538,3.8463,137.0723,232.6599,3.7391,0.1122,0.0954,1.7463,0.3633,0.1441
COST,Q1,2016-03-31,2016-05-15,30.685,1.1153,3.9015,140.9725,239.3743,4.3226,0.1107,0.0941,1.7463,0.3633,0.1441
COST,Q2,2016-06-30,2016-08-14,31.5742,1.0951,4.0146,144.9858,246.1853,4.3063,0.1108,0.0941,1.7463,0.3633,0.1441
COST,Q3,2016-09-30,2016-11-14,32.1257,1.2004,4.0847,149.069,253.1938,3.779,0.1096,0.0932,1.7463,0.3633,0.1441
COST,Q4,2016-12-31,2017-03-31,32.8233,1.2023,4.1734,153.241,260.3246,3.9848,0.1089,0.0926,1.7463,0.3633,0.1441
COST,Q1,2017-03-31,2017-05-15,33.2513,1.1827,4.2278,157.4674,267.6102,3.9133,0.1074,0.0913,1.7463,0.3633,0.1441
COST,Q2,2017-06-30,2017-08-14,34.2472,1.1692,4.3544,161.8204,274.9909,4.8664,0.1076,0.0915,1.7463,0.3633,0.1441
COST,Q3,2017-09-30,2017-11-14,36.0021,1.2136,4.5775,166.3965,282.5927,5.1431,0.11,0.0935,1.7463,0.3633,0.1441
COST,Q4,2017-12-31,2018-03-31,35.6363,1.306,4.531,170.926,290.5842,4.3359,0.106,0.0901,1.7463,0.3633,0.1441
COST,Q1,2018-03-31,2018-05-15,35.2947,1.3487,4.4876,175.412,298.4942,4.9007,0.1023,0.087,1.7463,0.3633,0.1441
COST,Q2,2018-06-30,2018-08-14,34.4864,1.218,4.3848,179.7954,306.3282,4.8197,0.0976,0.0829,1.7463,0.3633,0.1441
COST,Q3,2018-09-30,2018-11-14,36.7831,1.1553,4.6768,184.4709,313.9831,4.3039,0.1014,0.0862,1.7463,0.3633,0.1441
COST,Q4,2018-12-31,2019-03-31,37.7375,1.2662,4.7982,189.2676,322.1481,5.0163,0.1014,0.0862,1.7463,0.3633,0.1441
COST,Q1,2019-03-31,2019-05-15,39.6581,1.2265,5.0424,194.3085,330.5247,5.4559,0.1038,0.0882,1.7463,0.3633,0.1441
COST,Q2,2019-06-30,2019-08-14,36.2958,1.3375,4.6149,198.9218,339.3279,4.4167,0.0928,0.0789,1.7463,0.3633,0.1441
COST,Q3,2019-09-30,2019-11-14,35.0902,1.3446,4.4616,203.3818,347.3843,4.5201,0.0877,0.0746,1.7463,0.3633,0.1441
COST,Q4,2019-12-31,2020-03-30,36.0665,1.4435,4.5857,207.9659,355.173,4.2421,0.0882,0.075,1.7463,0.3633,0.1441
COST,Q1,2020-03-31,2020-05-15,37.7446,1.3524,4.7991,212.7634,363.1782,4.5991,0.0902,0.0767,1.7463,0.3633,0.1441
COST,Q2,2020-06-30,2020-08-14,39.1787,1.3511,4.9814,217.7432,371.5563,5.419,0.0915,0.0778,1.7463,0.3633,0.1441
COST,Q3,2020-09-30,2020-11-14,40.1845,1.4374,5.1093,222.8508,380.2528,4.7633,0.0917,0.078,1.7463,0.3633,0.1441
COST,Q4,2020-12-31,2021-03-31,40.0009,1.543,5.086,227.935,389.1724,5.2263,0.0893,0.0759,1.7463,0.3633,0.1441
COST,Q1,2021-03-31,2021-05-15,42.1874,1.5331,5.364,233.2972,398.051,5.7202,0.092,0.0782,1.7463,0.3633,0.1441
COST,Q2,2021-06-30,2021-08-14,42.9025,1.8075,5.4549,238.7499,407.4152,5.5387,0.0914,0.0777,1.7463,0.3633,0.1441
COST,Q3,2021-09-30,2021-11-14,43.663,1.5901,5.5516,244.2996,416.9375,5.4056,0.0909,0.0773,1.7463,0.3633,0.1441
COST,Q4,2021-12-31,2022-03-31,41.9779,1.7108,5.3373,249.635,426.6292,5.4475,0.0855,0.0727,1.7463,0.3633,0.1441
COST,Q1,2022-03-31,2022-05-15,41.6461,1.728,5.2952,254.9281,435.9465,5.1794,0.0831,0.0706,1.7463,0.3633,0.1441
COST,Q2,2022-06-30,2022-08-14,44.4353,1.6906,5.6498,260.5759,445.1901,5.6993,0.0867,0.0737,1.7463,0.3633,0.1441
COST,Q3,2022-09-30,2022-11-14,47.1981,1.5324,6.0011,266.5752,455.053,6.4514,0.09,0.0765,1.7463,0.3633,0.1441
COST,Q4,2022-12-31,2023-03-31,48.1988,1.5054,6.1283,272.7017,465.5297,6.1718,0.0899,0.0764,1.7463,0.3633,0.1441
COST,Q1,2023-03-31,2023-05-15,50.0688,1.4508,6.3661,279.0661,476.2287,6.08,0.0912,0.0776,1.7463,0.3633,0.1441
COST,Q2,2023-06-30,2023-08-14,54.5281,1.3771,6.933,285.9975,487.3431,7.5203,0.097,0.0824,1.7463,0.3633,0.1441
COST,Q3,2023-09-30,2023-11-14,54.6605,1.4553,6.9499,292.9457,499.4477,6.503,0.0949,0.0807,1.7463,0.3633,0.1441
COST,Q4,2023-12-31,2024-03-30,57.4307,1.3896,7.3021,300.2461,511.5815,7.1931,0.0973,0.0827,1.7463,0.3633,0.1441
COST,Q1,2024-03-31,2024-05-15,58.2199,1.3935,7.4025,307.6469,524.3306,7.5007,0.0962,0.0818,1.7463,0.3633,0.1441
COST,Q2,2024-06-30,2024-08-14,58.7028,1.3057,7.4638,315.1092,537.2549,7.0346,0.0947,0.0805,1.7463,0.3633,0.1441
COST,Q3,2024-09-30,2024-11-14,57.7519,1.2952,7.3429,322.4507,550.2866,7.0919,0.0911,0.0774,1.7463,0.3633,0.1441
COST,Q4,2024-12-31,2025-03-31,61.1537,1.3512,7.7755,330.2246,563.1072,7.4761,0.0942,0.0801,1.7463,0.3633,0.1441
COST,Q1,2025-03-31,2025-05-15,62.349,1.4094,7.9275,338.1503,576.683,7.4614,0.0938,0.0797,1.7463,0.3633,0.1441
COST,Q2,2025-06-30,2025-08-14,64.6097,1.3641,8.2149,346.3636,590.5241,8.887,0.0949,0.0806,1.7463,0.3633,0.1441
COST,Q3,2025-09-30,2025-11-14,64.2756,1.4419,8.1724,354.5343,604.8672,7.8703,0.0922,0.0784,1.7463,0.3633,0.1441
COST,Q4,2025-12-31,2026-03-31,62.9229,1.4916,8.0004,362.533,619.136,8.5891,0.0883,0.075,1.7463,0.3633,0.1441
COST,Q1,2026-03-31,2026-05-15,63.8882,1.6026,8.1232,370.6543,633.1044,8.6537,0.0877,0.0745,1.7463,0.3633,0.1441
PG,Q3,2009-09-30,2009-11-14,21.6835,2.568,2.4906,59.2025,68.7434,2.2925,0.1683,0.143,1.2121,0.4164,0.1006
PG,Q4,2009-12-31,2010-03-31,22.924,2.3744,2.6331,61.8354,71.7621,2.5488,0.1703,0.1448,1.2121,0.4164,0.1006
PG,Q1,2010-03-31,2010-05-15,23.1595,2.3572,2.6602,64.4953,74.9535,2.6174,0.165,0.1402,1.2121,0.4164,0.1006
PG,Q2,2010-06-30,2010-08-14,23.5497,2.6836,2.705,67.2,78.1778,2.4822,0.161,0.1369,1.2121,0.4164,0.1006
PG,Q3,2010-09-30,2010-11-14,23.0973,2.6188,2.653,69.8528,81.4563,2.1838,0.1519,0.1291,1.2121,0.4164,0.1006
PG,Q4,2010-12-31,2011-03-31,23.4313,2.6768,2.6914,72.5439,84.6718,2.3771,0.1484,0.1261,1.2121,0.4164,0.1006
PG,Q1,2011-03-31,2011-05-15,23.8745,2.8293,2.7423,75.2859,87.9338,2.3849,0.1457,0.1238,1.2121,0.4164,0.1006
PG,Q2,2011-06-30,2011-08-14,24.193,2.9932,2.7789,78.0644,91.2575,2.4614,0.1424,0.121,1.2121,0.4164,0.1006
PG,Q3,2011-09-30,2011-11-14,24.2992,3.2813,2.7911,80.8552,94.6255,2.2676,0.1381,0.1174,1.2121,0.4164,0.1006
PG,Q4,2011-12-31,2012-03-30,25.2303,3.109,2.898,83.7529,98.0083,2.3786,0.1384,0.1176,1.2121,0.4164,0.1006
PG,Q1,2012-03-31,2012-05-15,25.0257,2.7596,2.8745,86.6271,101.5207,2.6099,0.1327,0.1128,1.2121,0.4164,0.1006
PG,Q2,2012-06-30,2012-08-14,25.3508,2.9331,2.9119,89.5387,105.0047,2.8147,0.1301,0.1106,1.2121,0.4164,0.1006
PG,Q3,2012-09-30,2012-11-14,25.8201,3.0648,2.9658,92.5041,108.534,2.6118,0.1282,0.109,1.2121,0.4164,0.1006
PG,Q4,2012-12-31,2013-03-31,26.5947,3.396,3.0547,95.5585,112.1285,2.5516,0.1279,0.1087,1.2121,0.4164,0.1006
PG,Q1,2013-03-31,2013-05-15,27.4583,2.9668,3.1539,98.7122,115.8309,2.8901,0.1278,0.1086,1.2121,0.4164,0.1006
PG,Q2,2013-06-30,2013-08-14,27.2009,3.161,3.1244,101.8362,119.6536,2.7336,0.1227,0.1043,1.2121,0.4164,0.1006
PG,Q3,2013-09-30,2013-11-14,28.1424,3.0126,3.2325,105.0684,123.4404,2.7042,0.1231,0.1046,1.2121,0.4164,0.1006
PG,Q4,2013-12-31,2014-03-31,27.8698,2.8537,3.2012,108.2693,127.3583,3.065,0.1183,0.1005,1.2121,0.4164,0.1006
PG,Q1,2014-03-31,2014-05-15,31.2138,2.5895,3.5853,111.8543,131.2382,2.934,0.1282,0.109,1.2121,0.4164,0.1006
PG,Q2,2014-06-30,2014-08-14,31.3634,2.5064,3.6025,115.4566,135.5838,3.5333,0.1248,0.1061,1.2121,0.4164,0.1006
PG,Q3,2014-09-30,2014-11-14,31.8222,2.3169,3.6552,119.1115,139.9503,3.5825,0.1227,0.1043,1.2121,0.4164,0.1006
PG,Q4,2014-12-31,2015-03-31,33.7127,2.4389,3.8723,122.9836,144.3806,3.3258,0.1259,0.1071,1.2121,0.4164,0.1006
PG,Q1,2015-03-31,2015-05-15,33.5994,2.3137,3.8593,126.8427,149.0741,3.2614,0.1217,0.1034,1.2121,0.4164,0.1006
PG,Q2,2015-06-30,2015-08-14,36.2954,2.2886,4.169,131.0114,153.7519,3.9921,0.1273,0.1082,1.2121,0.4164,0.1006
PG,Q3,2015-09-30,2015-11-14,35.7951,2.2658,4.1115,135.1227,158.805,3.6039,0.1217,0.1035,1.2121,0.4164,0.1006
PG,Q4,2015-12-31,2016-03-30,38.5641,2.3478,4.4296,139.5521,163.7885,4.0886,0.127,0.1079,1.2121,0.4164,0.1006
PG,Q1,2016-03-31,2016-05-15,39.8296,2.4985,4.5749,144.1267,169.1575,3.7164,0.127,0.1079,1.2121,0.4164,0.1006
PG,Q2,2016-06-30,2016-08-14,40.5236,2.1905,4.6547,148.7812,174.7027,4.5055,0.1251,0.1064,1.2121,0.4164,0.1006
PG,Q3,2016-09-30,2016-11-14,42.8253,2.0128,4.919,153.7,180.3446,4.3572,0.128,0.1088,1.2121,0.4164,0.1006
PG,Q4,2016-12-31,2017-03-31,44.4777,1.9629,5.1088,158.8086,186.3069,4.3947,0.1287,0.1094,1.2121,0.4164,0.1006
PG,Q1,2017-03-31,2017-05-15,48.1723,2.1326,5.5332,164.3416,192.4993,5.187,0.1347,0.1145,1.2121,0.4164,0.1006
PG,Q2,2017-06-30,2017-08-14,47.923,2.3376,5.5046,169.8459,199.2061,5.4066,0.1296,0.1102,1.2121,0.4164,0.1006
PG,Q3,2017-09-30,2017-11-14,50.6734,2.473,5.8205,175.6662,205.8781,5.652,0.1325,0.1127,1.2121,0.4164,0.1006
PG,Q4,2017-12-31,2018-03-31,50.3021,2.5854,5.7778,181.4438,212.9331,4.9064,0.1274,0.1083,1.2121,0.4164,0.1006
PG,Q1,2018-03-31,2018-05-15,51.4133,2.6868,5.9055,187.3489,219.9364,5.639,0.1261,0.1072,1.2121,0.4164,0.1006
PG,Q2,2018-06-30,2018-08-14,51.7197,2.8626,5.9407,193.2893,227.0943,5.6743,0.1229,0.1045,1.2121,0.4164,0.1006
PG,Q3,2018-09-30,2018-11-14,53.1033,2.9316,6.0996,199.3886,234.2949,5.597,0.1224,0.104,1.2121,0.4164,0.1006
PG,Q4,2018-12-31,2019-03-31,56.3452,2.8605,6.472,205.8603,241.6882,5.7821,0.1258,0.1069,1.2121,0.4164,0.1006
PG,Q1,2019-03-31,2019-05-15,58.1621,2.9595,6.6807,212.5406,249.5328,6.054,0.1257,0.1069,1.2121,0.4164,0.1006
PG,Q2,2019-06-30,2019-08-14,60.398,3.1504,6.9375,219.4778,257.6304,5.6635,0.1264,0.1075,1.2121,0.4164,0.1006
PG,Q3,2019-09-30,2019-11-14,59.5937,3.8098,6.8451,226.3225,266.0392,6.2656,0.121,0.1028,1.2121,0.4164,0.1006
PG,Q4,2019-12-31,2020-03-30,59.4112,3.9273,6.8241,233.1462,274.336,5.8149,0.1171,0.0995,1.2121,0.4164,0.1006
PG,Q1,2020-03-31,2020-05-15,61.992,3.5898,7.1206,240.2664,282.6073,5.9367,0.1185,0.1008,1.2121,0.4164,0.1006
PG,Q2,2020-06-30,2020-08-14,68.0055,3.802,7.8113,248.0773,291.2381,7.5801,0.1259,0.1071,1.2121,0.4164,0.1006
PG,Q3,2020-09-30,2020-11-14,72.0169,4.3521,8.2721,256.349,300.706,6.9642,0.1291,0.1097,1.2121,0.4164,0.1006
PG,Q4,2020-12-31,2021-03-31,75.5345,4.8009,8.6761,265.0246,310.7324,7.2202,0.1309,0.1113,1.2121,0.4164,0.1006
PG,Q1,2021-03-31,2021-05-15,79.5349,5.3228,9.1356,274.1596,321.2485,8.9375,0.1333,0.1133,1.2121,0.4164,0.1006
PG,Q2,2021-06-30,2021-08-14,80.2182,5.2658,9.2141,283.3732,332.3216,8.0418,0.1301,0.1106,1.2121,0.4164,0.1006
PG,Q3,2021-09-30,2021-11-14,77.2644,4.6142,8.8748,292.2475,343.4897,8.0155,0.1215,0.1032,1.2121,0.4164,0.1006
PG,Q4,2021-12-31,2022-03-31,74.306,4.8402,8.535,300.782,354.2467,8.3077,0.1135,0.0965,1.2121,0.4164,0.1006
PG,Q1,2022-03-31,2022-05-15,75.4131,4.8213,8.6622,309.4436,364.5918,7.442,0.112,0.0952,1.2121,0.4164,0.1006
PG,Q2,2022-06-30,2022-08-14,76.3183,4.3528,8.7661,318.2093,375.091,8.3502,0.1102,0.0937,1.2121,0.4164,0.1006
PG,Q3,2022-09-30,2022-11-14,79.7288,4.1706,9.1579,327.3668,385.7163,8.0217,0.1119,0.0951,1.2121,0.4164,0.1006
PG,Q4,2022-12-31,2023-03-31,82.9283,4.3248,9.5254,336.8917,396.8164,9.3098,0.1131,0.0961,1.2121,0.4164,0.1006
PG,Q1,2023-03-31,2023-05-15,84.0294,4.6455,9.6519,346.5431,408.362,8.6066,0.1114,0.0947,1.2121,0.4164,0.1006
PG,Q2,2023-06-30,2023-08-14,81.7305,4.3854,9.3878,355.9304,420.0609,7.665,0.1055,0.0897,1.2121,0.4164,0.1006
PG,Q3,2023-09-30,2023-11-14,82.7193,4.4742,9.5014,365.4313,431.4397,8.893,0.104,0.0884,1.2121,0.4164,0.1006
PG,Q4,2023-12-31,2024-03-30,81.7968,4.3763,9.3954,374.8263,442.9562,8.7931,0.1003,0.0852,1.2121,0.4164,0.1006
PG,Q1,2024-03-31,2024-05-15,86.2838,4.3758,9.9108,384.7367,454.3443,9.6857,0.103,0.0876,1.2121,0.4164,0.1006
PG,Q2,2024-06-30,2024-08-14,87.5126,4.5332,10.052,394.7881,466.3571,9.0929,0.1018,0.0866,1.2121,0.4164,0.1006
PG,Q3,2024-09-30,2024-11-14,89.6996,4.963,10.3032,405.0908,478.541,8.5424,0.1017,0.0865,1.2121,0.4164,0.1006
PG,Q4,2024-12-31,2025-03-31,91.0122,4.7988,10.4539,415.5442,491.0293,9.5431,0.1006,0.0855,1.2121,0.4164,0.1006
PG,Q1,2025-03-31,2025-05-15,91.6392,4.5943,10.5259,426.0697,503.7004,9.7902,0.0988,0.084,1.2121,0.4164,0.1006
PG,Q2,2025-06-30,2025-08-14,89.1464,4.7649,10.2396,436.3088,516.4588,9.5948,0.0939,0.0798,1.2121,0.4164,0.1006
PG,Q3,2025-09-30,2025-11-14,89.8894,5.1882,10.3249,446.6332,528.8701,8.8418,0.0925,0.0786,1.2121,0.4164,0.1006
PG,Q4,2025-12-31,2026-03-31,96.4186,4.9001,11.0749,457.7076,541.3848,10.8841,0.0968,0.0823,1.2121,0.4164,0.1006
PG,Q1,2026-03-31,2026-05-15,100.9448,4.8123,11.5948,469.3019,554.8086,10.107,0.0988,0.084,1.2121,0.4164,0.1006
KO,Q3,2009-09-30,2009-11-14,34.7511,0.9279,2.5713,51.8028,56.5596,2.015,0.1985,0.1688,1.1488,0.3277,0.1374
KO,Q4,2009-12-31,2010-03-31,34.2656,1.0596,2.5354,54.3367,59.5121,2.3178,0.1866,0.1586,1.1488,0.3277,0.1374
KO,Q1,2010-03-31,2010-05-15,32.8667,0.9708,2.4319,56.7672,62.4231,2.1204,0.1714,0.1457,1.1488,0.3277,0.1374
KO,Q2,2010-06-30,2010-08-14,32.5958,1.0831,2.4119,59.1775,65.2153,2.2167,0.163,0.1386,1.1488,0.3277,0.1374
KO,Q3,2010-09-30,2010-11-14,34.2016,1.1279,2.5307,61.7066,67.9843,2.0751,0.164,0.1394,1.1488,0.3277,0.1374
KO,Q4,2010-12-31,2011-03-31,34.3223,1.1225,2.5396,64.2446,70.8898,2.0091,0.1581,0.1344,1.1488,0.3277,0.1374
KO,Q1,2011-03-31,2011-05-15,35.6666,1.0096,2.6391,66.8822,73.8055,2.4056,0.1578,0.1342,1.1488,0.3277,0.1374
KO,Q2,2011-06-30,2011-08-14,36.5712,1.071,2.706,69.5867,76.8356,2.4104,0.1555,0.1322,1.1488,0.3277,0.1374
KO,Q3,2011-09-30,2011-11-14,36.5975,1.136,2.708,72.293,79.9426,2.2716,0.1498,0.1274,1.1488,0.3277,0.1374
KO,Q4,2011-12-31,2012-03-30,35.7986,0.9959,2.6488,74.9404,83.0517,2.2767,0.1414,0.1202,1.1488,0.3277,0.1374
KO,Q1,2012-03-31,2012-05-15,36.7317,1.1092,2.7179,77.6567,86.0931,2.1964,0.14,0.119,1.1488,0.3277,0.1374
KO,Q2,2012-06-30,2012-08-14,38.4646,1.031,2.8461,80.5013,89.2136,2.5353,0.1414,0.1202,1.1488,0.3277,0.1374
KO,Q3,2012-09-30,2012-11-14,37.932,1.07,2.8067,83.3065,92.4816,2.5673,0.1348,0.1146,1.1488,0.3277,0.1374
KO,Q4,2012-12-31,2013-03-31,38.7194,1.0087,2.865,86.17,95.7042,2.4777,0.133,0.113,1.1488,0.3277,0.1374
KO,Q1,2013-03-31,2013-05-15,38.4848,0.9923,2.8476,89.0162,98.9939,2.2644,0.128,0.1088,1.1488,0.3277,0.1374
KO,Q2,2013-06-30,2013-08-14,37.558,1.1843,2.779,91.7935,102.2636,2.5183,0.1211,0.1029,1.1488,0.3277,0.1374
KO,Q3,2013-09-30,2013-11-14,38.6136,1.0328,2.8571,94.6492,105.4543,2.2224,0.1207,0.1026,1.1488,0.3277,0.1374
KO,Q4,2013-12-31,2014-03-31,37.3573,1.221,2.7642,97.4116,108.7349,2.4632,0.1135,0.0965,1.1488,0.3277,0.1374
KO,Q1,2014-03-31,2014-05-15,40.6036,1.2822,3.0044,100.4141,111.9084,2.7488,0.1197,0.1017,1.1488,0.3277,0.1374
KO,Q2,2014-06-30,2014-08-14,40.914,1.2872,3.0273,103.4396,115.3578,2.812,0.1171,0.0995,1.1488,0.3277,0.1374
KO,Q3,2014-09-30,2014-11-14,42.1695,1.3294,3.1202,106.558,118.8335,2.4719,0.1171,0.0996,1.1488,0.3277,0.1374
KO,Q4,2014-12-31,2015-03-31,40.9439,1.3567,3.0296,109.5856,122.416,2.4784,0.1106,0.094,1.1488,0.3277,0.1374
KO,Q1,2015-03-31,2015-05-15,42.5511,1.4208,3.1485,112.732,125.8941,2.7047,0.1117,0.095,1.1488,0.3277,0.1374
KO,Q2,2015-06-30,2015-08-14,41.531,1.4723,3.073,115.8029,129.5088,2.5192,0.1061,0.0902,1.1488,0.3277,0.1374
KO,Q3,2015-09-30,2015-11-14,40.162,1.477,2.9717,118.7725,133.0367,2.6675,0.1001,0.0851,1.1488,0.3277,0.1374
KO,Q4,2015-12-31,2016-03-30,42.755,1.3572,3.1636,121.9341,136.4483,2.7722,0.1038,0.0882,1.1488,0.3277,0.1374
KO,Q1,2016-03-31,2016-05-15,42.9381,1.2179,3.1771,125.1095,140.0804,2.648,0.1016,0.0863,1.1488,0.3277,0.1374
KO,Q2,2016-06-30,2016-08-14,41.4435,1.1468,3.0665,128.1743,143.7283,2.7338,0.0957,0.0813,1.1488,0.3277,0.1374
KO,Q3,2016-09-30,2016-11-14,42.6885,1.2341,3.1586,131.3312,147.2493,2.6463,0.0962,0.0818,1.1488,0.3277,0.1374
KO,Q4,2016-12-31,2017-03-31,42.3236,1.2299,3.1316,134.4611,150.876,2.589,0.0932,0.0792,1.1488,0.3277,0.1374
KO,Q1,2017-03-31,2017-05-15,41.6158,1.1622,3.0793,137.5387,154.4717,2.8445,0.0896,0.0761,1.1488,0.3277,0.1374
KO,Q2,2017-06-30,2017-08-14,41.9687,1.1632,3.1054,140.6424,158.0073,2.6794,0.0883,0.0751,1.1488,0.3277,0.1374
KO,Q3,2017-09-30,2017-11-14,41.3178,1.3083,3.0572,143.6978,161.5729,2.8024,0.0851,0.0723,1.1488,0.3277,0.1374
KO,Q4,2017-12-31,2018-03-31,38.3453,1.3213,2.8373,146.5331,165.0829,2.507,0.0775,0.0658,1.1488,0.3277,0.1374
KO,Q1,2018-03-31,2018-05-15,38.0874,1.2581,2.8182,149.3495,168.3403,2.2782,0.0755,0.0642,1.1488,0.3277,0.1374
KO,Q2,2018-06-30,2018-08-14,38.3431,1.411,2.8371,152.1846,171.5758,2.5358,0.0746,0.0634,1.1488,0.3277,0.1374
KO,Q3,2018-09-30,2018-11-14,39.3459,1.4633,2.9113,155.0938,174.8328,2.475,0.0751,0.0638,1.1488,0.3277,0.1374
KO,Q4,2018-12-31,2019-03-31,41.6463,1.7237,3.0815,158.1729,178.175,2.7865,0.0779,0.0662,1.1488,0.3277,0.1374
KO,Q1,2019-03-31,2019-05-15,39.264,1.8723,2.9053,161.0755,181.7123,2.689,0.0721,0.0613,1.1488,0.3277,0.1374
KO,Q2,2019-06-30,2019-08-14,40.3381,1.7656,2.9847,164.0577,185.0468,2.4364,0.0728,0.0619,1.1488,0.3277,0.1374
KO,Q3,2019-09-30,2019-11-14,41.0257,1.6945,3.0356,167.0909,188.4728,2.5316,0.0727,0.0618,1.1488,0.3277,0.1374
KO,Q4,2019-12-31,2020-03-30,41.3714,1.6946,3.0612,170.1496,191.9574,2.5286,0.072,0.0612,1.1488,0.3277,0.1374
KO,Q1,2020-03-31,2020-05-15,38.5161,1.646,2.8499,172.9972,195.4714,2.6749,0.0659,0.056,1.1488,0.3277,0.1374
KO,Q2,2020-06-30,2020-08-14,37.9277,1.8023,2.8064,175.801,198.7427,2.2392,0.0639,0.0543,1.1488,0.3277,0.1374
